time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-09 00:00:00+00:00,28,14,9,8
2026-07-10 00:00:00+00:00,10,7,2,2
2026-07-11 00:00:00+00:00,5,5,3,3
2026-07-12 00:00:00+00:00,6,4,5,5
2026-07-13 00:00:00+00:00,71,31,5,3
2026-07-14 00:00:00+00:00,4,4,11,8
2026-07-15 00:00:00+00:00,11,6,1,1
2026-07-16 00:00:00+00:00,3,2,5,2
2026-07-17 00:00:00+00:00,7,5,1,1
2026-07-18 00:00:00+00:00,1,1,6,2
2026-07-19 00:00:00+00:00,5,2,1,1
2026-07-20 00:00:00+00:00,6,5,3,2
2026-07-21 00:00:00+00:00,6,4,6,5
2026-07-22 00:00:00+00:00,0,0,4,3
