url_path,views_total,views_unique
/arikusi/supervis,5,5
/arikusi/supervis/blob/main/README.md,2,2
/arikusi/supervis/activity,1,1
/arikusi/supervis/blob/main/assets/logo.svg,1,1
/arikusi/supervis/tree/main,1,1
