url_path,views_total,views_unique
/arikusi/supervis,6,6
/arikusi/supervis/blob/main/assets/demo.svg,2,2
/arikusi/supervis/blob/main/supervisor/__init__.py,1,1
/arikusi/supervis/tree/main,1,1
