url_path,views_total,views_unique
/arikusi/supervis,9,9
/arikusi/supervis/blob/main/assets/demo.svg,1,1
/arikusi/supervis/blob/main/supervisor/__init__.py,1,1
/arikusi/supervis/tree/main,1,1
