time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-05 00:00:00+00:00,394,62,42,10
2026-09-06 00:00:00+00:00,63,18,19,13
2026-09-07 00:00:00+00:00,110,33,12,6
2026-09-08 00:00:00+00:00,70,13,18,10
2026-09-09 00:00:00+00:00,18,11,16,9
2026-09-10 00:00:00+00:00,48,17,24,12
2026-09-11 00:00:00+00:00,30,11,19,10
2026-09-12 00:00:00+00:00,17,13,11,8
2026-09-13 00:00:00+00:00,3,3,22,11
2026-09-14 00:00:00+00:00,49,15,16,12
2026-09-15 00:00:00+00:00,12,10,8,7
2026-09-16 00:00:00+00:00,17,10,17,12
2026-09-17 00:00:00+00:00,14,10,23,12
2026-09-18 00:00:00+00:00,17,7,16,6
