time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-13 00:00:00+00:00,170,27,9,8
2026-07-14 00:00:00+00:00,14,10,41,31
2026-07-15 00:00:00+00:00,11,5,11,7
2026-07-16 00:00:00+00:00,18,7,14,14
2026-07-17 00:00:00+00:00,19,8,13,12
2026-07-18 00:00:00+00:00,16,5,14,6
2026-07-19 00:00:00+00:00,17,6,11,6
2026-07-20 00:00:00+00:00,75,21,16,11
2026-07-21 00:00:00+00:00,26,8,9,8
2026-07-22 00:00:00+00:00,38,11,11,9
2026-07-23 00:00:00+00:00,25,16,16,12
2026-07-24 00:00:00+00:00,87,12,11,8
2026-07-25 00:00:00+00:00,40,9,14,12
2026-07-26 00:00:00+00:00,267,53,34,33
