time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-13 00:00:00+00:00,343,60,22,20
2026-08-14 00:00:00+00:00,14,12,24,14
2026-08-15 00:00:00+00:00,8,5,14,11
2026-08-16 00:00:00+00:00,8,6,20,14
2026-08-17 00:00:00+00:00,40,10,16,12
2026-08-18 00:00:00+00:00,13,11,24,17
2026-08-19 00:00:00+00:00,10,8,17,14
2026-08-20 00:00:00+00:00,16,11,10,9
2026-08-21 00:00:00+00:00,8,6,21,14
2026-08-22 00:00:00+00:00,8,5,16,15
2026-08-23 00:00:00+00:00,5,5,8,8
2026-08-24 00:00:00+00:00,65,15,39,22
2026-08-25 00:00:00+00:00,36,7,32,14
2026-08-26 00:00:00+00:00,37,16,15,11
