time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-07 00:00:00+00:00,9,6,25,19
2026-08-08 00:00:00+00:00,8,5,6,6
2026-08-09 00:00:00+00:00,37,7,46,11
2026-08-10 00:00:00+00:00,21,10,11,11
2026-08-11 00:00:00+00:00,9,6,10,9
2026-08-12 00:00:00+00:00,82,21,22,21
2026-08-13 00:00:00+00:00,343,60,22,20
2026-08-14 00:00:00+00:00,14,12,24,14
2026-08-15 00:00:00+00:00,8,5,14,11
2026-08-16 00:00:00+00:00,8,6,20,14
2026-08-17 00:00:00+00:00,40,10,16,12
2026-08-18 00:00:00+00:00,13,11,24,17
2026-08-19 00:00:00+00:00,10,8,17,14
2026-08-20 00:00:00+00:00,16,11,10,9
