time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,2,2,4,4
2026-05-08 00:00:00+00:00,3,3,3,2
2026-05-09 00:00:00+00:00,2,2,16,12
2026-05-10 00:00:00+00:00,2,2,8,8
2026-05-11 00:00:00+00:00,4,4,24,13
2026-05-12 00:00:00+00:00,4,3,6,4
2026-05-13 00:00:00+00:00,1,1,6,5
2026-05-14 00:00:00+00:00,5,4,20,10
2026-05-15 00:00:00+00:00,6,4,8,7
2026-05-16 00:00:00+00:00,5,4,6,6
2026-05-17 00:00:00+00:00,2,2,8,7
2026-05-18 00:00:00+00:00,19,4,6,5
2026-05-19 00:00:00+00:00,17,6,5,5
2026-05-20 00:00:00+00:00,10,5,15,10
