time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,82,15,49,45
2026-08-05 00:00:00+00:00,41,9,43,31
2026-08-06 00:00:00+00:00,12,8,15,14
2026-08-07 00:00:00+00:00,9,6,25,19
2026-08-08 00:00:00+00:00,8,5,6,6
2026-08-09 00:00:00+00:00,37,7,46,11
2026-08-10 00:00:00+00:00,21,10,11,11
2026-08-11 00:00:00+00:00,9,6,10,9
2026-08-12 00:00:00+00:00,82,21,22,21
2026-08-13 00:00:00+00:00,343,60,22,20
2026-08-14 00:00:00+00:00,14,12,24,14
2026-08-15 00:00:00+00:00,8,5,14,11
2026-08-16 00:00:00+00:00,8,6,20,14
2026-08-17 00:00:00+00:00,40,10,16,12
